month,year,radio,mobile,total,percentage
Nov,2016,El Espectador (Uruguay),10026,14547,68.92
Nov,2016,El Mundo,5658,9867,57.34
Nov,2016,Emisora del Sur,330,585,56.41
Nov,2016,Equilibrio.Net,357,1131,31.56
Nov,2016,Estación Sur,15,36,41.67
Nov,2016,FM Blue,84,270,31.11
Nov,2016,FM Chalet - Radio Comunitaria,405,1494,27.11
Nov,2016,FM DEL CARMEN,342,540,63.33
Nov,2016,FM Flores,57,108,52.78
Nov,2016,FM Fribuay,345,738,46.75
Nov,2016,FM KAOS,684,1281,53.40
Nov,2016,FM LATINA,111,354,31.36
Nov,2016,FM La Barriada,21,54,38.89
Nov,2016,FM La Patriada,1875,5097,36.79
Nov,2016,FM La Tecno,3417,7461,45.80
Nov,2016,FM La Tribu,2958,7854,37.66
Nov,2016,FM La Uni 91.7,126,348,36.21
Nov,2016,FM Latina,1176,3771,31.19
Nov,2016,FM Raíces Rock,1197,2457,48.72
Nov,2016,FM Riachuelo,42,81,51.85
Nov,2016,FM Riel,291,480,60.62
Nov,2016,FM Rock & Pop,3672,6990,52.53
Nov,2016,FM Secla 104.7,6,36,16.67
Nov,2016,FM Soldados,453,1116,40.59
Nov,2016,FM UTN Mendoza 94.5,276,909,30.36
Nov,2016,FOX News Radio,21,66,31.82
Nov,2016,Fiesta,15,45,33.33
Nov,2016,Fisherton CNN,126,177,71.19
Nov,2016,Fm La Plaza,3,30,10.00
Nov,2016,Frecuencia Zero,126,312,40.38
Nov,2016,Fun,786,1143,68.77
Nov,2016,Futurock FM,5268,15258,34.53
Nov,2016,General Belgrano AM 840,30,48,62.50
Nov,2016,Güemes - La Futbolera,1203,2046,58.80
Nov,2016,Hot 94,132,237,55.70
Nov,2016,LARZ,366,708,51.69
Nov,2016,LK,3,33,9.09
Nov,2016,LT 9,261,402,64.93
Nov,2016,LT10 Radio Universidad Nacional del Litoral,45,87,51.72
Nov,2016,LT3 Rosario,138,309,44.66
Nov,2016,LT8 Rosario,879,1824,48.19
Nov,2016,LU14,2040,8778,23.24
Nov,2016,LU5,21,33,63.64
Nov,2016,LV12,3477,4395,79.11
Nov,2016,LV16 - Río Cuarto - Córdoba,162,318,50.94
Nov,2016,LV28 Villa Maria,6,12,50.00
Nov,2016,La 2x4,783,2235,35.03
Nov,2016,La Brújula 24 FM,15747,27411,57.45
Nov,2016,La Colectiva,111,285,38.95
Nov,2016,La Imposible,447,1305,34.25
Nov,2016,La Mega,57,183,31.15
Nov,2016,La Once Diez,25200,33159,76.00
Nov,2016,La Otra,36,96,37.50
Nov,2016,La Radio,96,264,36.36
Nov,2016,La Red,80154,180954,44.30
Nov,2016,La Red Neuquén,1200,2211,54.27
Nov,2016,La Redonda,225,360,62.50
Nov,2016,La Romantica,42,135,31.11
Nov,2016,La Súper,1740,3432,50.70
Nov,2016,La X,6,36,16.67
Nov,2016,La cien punto uno,267,657,40.64
Nov,2016,Las voces del muro,162,315,51.43
Nov,2016,Late,1665,3783,44.01
Nov,2016,Libertad,210,396,53.03
Nov,2016,Lider,0,12,0.00
Nov,2016,Los 40,2220,3765,58.96
Nov,2016,Los 40 Paraguay,12,12,100.00
Nov,2016,M80,141,165,85.45
Nov,2016,MEGA 98.3 SANTA FE,6,57,10.53
Nov,2016,Magna,78,165,47.27
Nov,2016,Maxima FM,309,474,65.19
Nov,2016,Medios del Aire,165,288,57.29
Nov,2016,Megafon - Universidad Nacional de Lanús,4056,9303,43.60
Nov,2016,Meridiano,6,12,50.00
Nov,2016,Metro 95.1,114597,218697,52.40
Nov,2016,Mi Ituzaingó - Radio Pública del Oeste,528,669,78.92
Nov,2016,Milenium,5964,12036,49.55
Nov,2016,Nacional - AM 870,15276,37725,40.49
Nov,2016,Nacional Córdoba,192,429,44.76
Nov,2016,Nacional Esquel,45,66,68.18
Nov,2016,Nacional Rock,558,1617,34.51
Nov,2016,Nacional Rosario,21,66,31.82
Nov,2016,Nacional Santa Fé,39,168,23.21
Nov,2016,Nuestra Radio,135,390,34.62
Nov,2016,Océano Uruguay,22341,52806,42.31
Nov,2016,Onda La Superestación 107.9 Caracas,12,84,14.29
Nov,2016,Oriental,690,1815,38.02
Nov,2016,Palermo,585,1212,48.27
Nov,2016,Palermo RPLM 94.7,3003,5820,51.60
Nov,2016,Paraíso 42,198,300,66.00
Nov,2016,Patagonia Pop,375,1020,36.76
Nov,2016,Planeta Cabezón,117,420,27.86
Nov,2016,Provincia,384,825,46.55
Nov,2016,Pulxo 95.1,45,129,34.88
Nov,2016,Punto Cero,945,1602,58.99
Nov,2016,RADIO NEF,1377,3507,39.26
Nov,2016,RAE - Argentina al mundo,24,39,61.54
Nov,2016,RCR 750 AM,75,111,67.57
Nov,2016,RLV La Voz,1635,3264,50.09
Nov,2016,RTN Radio FM 104.9,120,303,39.60
Nov,2016,Radio 2,405,714,56.72
Nov,2016,Radio Argentina,63,162,38.89
Nov,2016,Radio Atomika,132,435,30.34
Nov,2016,Radio Cantilo,111,276,40.22
Nov,2016,Radio Caput,9780,14286,68.46
Nov,2016,Radio Casilda,1965,3924,50.08
Nov,2016,Radio Ciudadana,72,177,40.68
Nov,2016,Radio Colonia,900,1680,53.57
Nov,2016,Radio Dos,165,267,61.80
Nov,2016,Radio Federal,228,372,61.29
Nov,2016,Radio Fish,135,264,51.14
Nov,2016,Radio Gráfica - Recuperando el aire,5235,10602,49.38
Nov,2016,Radio ISER,489,1263,38.72
Nov,2016,Radio Jai,120,192,62.50
Nov,2016,Radio KLA,363,639,56.81
Nov,2016,Radio Libre FM,1644,3180,51.70
Nov,2016,Radio Nacional Clásica,51,270,18.89
Nov,2016,Radio Nacional Folklórica,87,261,33.33
Nov,2016,Radio Nitro,120,294,40.82
Nov,2016,Radio Plus LA96LP,222,423,52.48
Nov,2016,Radio Punto,180,405,44.44
Nov,2016,Radio Rebelde 740,17658,43935,40.19
Nov,2016,Radio Republica,459,669,68.61
Nov,2016,Radio Semilla,276,768,35.94
Nov,2016,Radio Sentidos,171,426,40.14
Nov,2016,Radio Sur,366,912,40.13
Nov,2016,Radio Sí,4278,7848,54.51
Nov,2016,Radio Unica,519,1053,49.29
Nov,2016,Radio Uruguay,81,183,44.26
Nov,2016,Radio WU,702,1392,50.43
Nov,2016,Radio Yguazu,198,258,76.74
Nov,2016,Radio y Punto,12,102,11.76
Nov,2016,Radio zónica,1896,3699,51.26
Nov,2016,RadioAsamblea,906,2082,43.52
Nov,2016,Radiofónica,552,1167,47.30
Nov,2016,Rivadavia,2364,6210,38.07
Nov,2016,SI 91.1,1656,3660,45.25
Nov,2016,Sarandí,32988,59751,55.21
Nov,2016,Simphony,33,87,37.93
Nov,2016,SinDial,627,1230,50.98
Nov,2016,Splendid,1404,2550,55.06
Nov,2016,Sport,81,189,42.86
Nov,2016,TRES CIUDADES,6,48,12.50
Nov,2016,Trade Radio,126,345,36.52
Nov,2016,Trend Topic,72,243,29.63
Nov,2016,UNLP AM,1578,3132,50.38
Nov,2016,UNLP FM,1863,3672,50.74
Nov,2016,Uba,48,171,28.07
Nov,2016,Univ. Nacional Arturo Jauretche,96,327,29.36
Nov,2016,Universal,987,2430,40.62
Nov,2016,Universidad Nacional de Cuyo,12,81,14.81
Nov,2016,Universidad Nacional de Rosario,1269,2574,49.30
Nov,2016,Universidad de Avellaneda (UNDAV),90,258,34.88
Nov,2016,Universidad de Córdoba,933,2526,36.94
Nov,2016,Universidad de la Matanza,78,165,47.27
Nov,2016,Uno,5232,10380,50.40
Nov,2016,Urbana (NQN),36,69,52.17
Nov,2016,Visión FM 100.5,33,54,61.11
Nov,2016,Vorterix Rock,80991,193083,41.95
Nov,2016,Wen,2157,3375,63.91
Nov,2016,Wox,75,162,46.30
Nov,2016,radio olazabal,1296,1980,65.45
Nov,2016,Éxitos,612,966,63.35
Nov,2017,1010 AM,4656,11154,41.74
Nov,2017,91.5 WUML Lowell,6,72,8.33
Nov,2017,AM 1330,21,33,63.64
Nov,2017,AM 750,225657,424143,53.20
Nov,2017,AM 840 - Salta,198,726,27.27
Nov,2017,AM 890,99,231,42.86
Nov,2017,AM1010 Onda Latina,5880,9996,58.82
Nov,2017,AMPM FM,252,414,60.87
Nov,2017,AZ,63,165,38.18
Nov,2017,Advanta,861,2028,42.46
Nov,2017,Ahijuna,4086,6633,61.60
Nov,2017,Alas,3804,4323,87.99
Nov,2017,Am Radio Show,225,459,49.02
Nov,2017,Amadeus Cultura Musical,18,51,35.29
Nov,2017,America,72,261,27.59
Nov,2017,Antena Libre,1434,2757,52.01
Nov,2017,Aspen,39,78,50.00
Nov,2017,Atilra,522,762,68.50
Nov,2017,Azul,2133,3318,64.29
Nov,2017,Belgrano,1197,2184,54.81
Nov,2017,Belgrano AM 950,10140,21276,47.66
Nov,2017,BitBox FM,174,480,36.25
Nov,2017,Blue,20316,41820,48.58
Nov,2017,Boedo,72,177,40.68
Nov,2017,Cadena Dial,18,30,60.00
Nov,2017,Cadena Uno,114,246,46.34
Nov,2017,Candela Pura,24,111,21.62
Nov,2017,Capital,12,12,100.00
Nov,2017,Carve,192,273,70.33
Nov,2017,Caterva,765,1545,49.51
Nov,2017,Cielo,717,1455,49.28
Nov,2017,Citrica,1131,3132,36.11
Nov,2017,Classique,369,1158,31.87
Nov,2017,Colmena,21,48,43.75
Nov,2017,Con Vos,259161,483282,53.63
Nov,2017,Concepto,7944,17079,46.51
Nov,2017,Conexión Abierta,9228,16875,54.68
Nov,2017,Continental,23748,38817,61.18
Nov,2017,Continental (Córdoba),252,393,64.12
Nov,2017,Cooperativa,11370,22941,49.56
Nov,2017,Cristal Classic,39,51,76.47
Nov,2017,Cristal FM,2253,3639,61.91
Nov,2017,Cultura,8715,21576,40.39
Nov,2017,De la Azotea,465,699,66.52
Nov,2017,De la Calle,405,1182,34.26
Nov,2017,Del Mar,1353,2760,49.02
Nov,2017,Del Plata,152871,326769,46.78
Nov,2017,Del Sol,1368,3195,42.82
Nov,2017,Delta,3420,7299,46.86
Nov,2017,Deportiva,240,933,25.72
Nov,2017,Diez,30,39,76.92
Nov,2017,Dime 1420,339,528,64.20
Nov,2017,Disney,411,996,41.27
Nov,2017,ESPN,561,969,57.89
Nov,2017,Ecomedios,6,12,50.00
Nov,2017,El Desconcierto,78,171,45.61
Nov,2017,El Espectador (Uruguay),546,1104,49.46
Nov,2017,El Mediador,2688,5841,46.02
Nov,2017,El Mundo,26067,38226,68.19
Nov,2017,El Pueblo,2544,3312,76.81
Nov,2017,Emisora del Sur,114,216,52.78
Nov,2017,Equilibrio.Net,45,72,62.50
Nov,2017,Estación K2,156,162,96.30
Nov,2017,Estación Sur,705,2253,31.29
Nov,2017,Eterogenia,42,168,25.00
Nov,2017,FM Blue,93,147,63.27
Nov,2017,FM Chalet - Radio Comunitaria,1212,2691,45.04
Nov,2017,FM DEL CARMEN,93,201,46.27
Nov,2017,FM En Tránsito,3624,8409,43.10
Nov,2017,FM Flores,18,99,18.18
Nov,2017,FM Fribuay,789,1596,49.44
Nov,2017,FM IMPACTO,51,108,47.22
Nov,2017,FM KAOS,705,1182,59.64
Nov,2017,FM LA CIMA,117,252,46.43
Nov,2017,FM La Barriada,78,150,52.00
Nov,2017,FM La Patriada,43053,81126,53.07
Nov,2017,FM La Tecno,1641,3810,43.07
Nov,2017,FM La Tribu,4413,10512,41.98
Nov,2017,FM La Uni 91.7,4809,10158,47.34
Nov,2017,FM Latina,2061,4086,50.44
Nov,2017,FM RANQUEL,783,1275,61.41
Nov,2017,FM Raíces Rock,444,1458,30.45
Nov,2017,FM Riachuelo,642,1251,51.32
Nov,2017,FM Riel,48,147,32.65
Nov,2017,FM Rock & Pop,6330,12723,49.75
Nov,2017,FM Secla 104.7,1860,3339,55.71
Nov,2017,FM Soldados,246,528,46.59
Nov,2017,FM UTN Mendoza 94.5,405,1116,36.29
Nov,2017,FM de la Montaña,11286,14133,79.86
Nov,2017,FMA Radio-Web,24,72,33.33
Nov,2017,FOX News Radio,3,3,100.00
Nov,2017,Fiesta,75,381,19.69
Nov,2017,Fisherton CNN,204,345,59.13
Nov,2017,Fm Difusión 98.1,189,255,74.12
Nov,2017,Fm La Plaza,33,60,55.00
Nov,2017,Frecuencia Cruzada,0,3,0.00
Nov,2017,Frecuencia Patagonia,4455,6720,66.29
Nov,2017,Frecuencia Zero,1290,3231,39.93
Nov,2017,Fun,264,414,63.77
Nov,2017,Futurock FM,22887,47244,48.44
Nov,2017,Galena,1200,2655,45.20
Nov,2017,Gen,2658,6414,41.44
Nov,2017,General Belgrano AM 840,39,114,34.21
Nov,2017,Golfo Nuevo,168,396,42.42
Nov,2017,Güemes - La Futbolera,2151,3960,54.32
Nov,2017,Hot 94,159,426,37.32
Nov,2017,Impacto,360,639,56.34
Nov,2017,Keops,75,123,60.98
Nov,2017,LA BOCA,4425,6171,71.71
Nov,2017,LARZ,4617,9018,51.20
Nov,2017,LT 9,3822,5916,64.60
Nov,2017,LT10 Radio Universidad Nacional del Litoral,312,693,45.02
Nov,2017,LT3 Rosario,12201,15774,77.35
Nov,2017,LT7 Corrientes,852,1203,70.82
Nov,2017,LT8 Rosario,13404,19854,67.51
Nov,2017,LU 19 - Río Negro,72,144,50.00
Nov,2017,LU14,3828,11028,34.71
Nov,2017,LU20 Radio Chubut,495,624,79.33
Nov,2017,LU5,309,399,77.44
Nov,2017,LV12,78,120,65.00
Nov,2017,LV28 Villa Maria,114,168,67.86
Nov,2017,La 2x4,1290,2904,44.42
Nov,2017,La Brújula 24 FM,17556,29499,59.51
Nov,2017,La Carretera (Allen),81,168,48.21
Nov,2017,La Colectiva,105,303,34.65
Nov,2017,La Imposible,4956,8742,56.69
Nov,2017,La Mega,207,555,37.30
Nov,2017,La Once Diez,6252,11868,52.68
Nov,2017,La Otra,84,243,34.57
Nov,2017,La Radio Ramallo,24,30,80.00
Nov,2017,La Red,204381,303954,67.24
Nov,2017,La Red Neuquén,234,603,38.81
Nov,2017,La Red Rosario,63,117,53.85
Nov,2017,La Redonda,594,687,86.46
Nov,2017,La Retaguardia,198,366,54.10
Nov,2017,La Rocker,45,147,30.61
Nov,2017,La Romantica,585,1383,42.30
Nov,2017,La Súper,4023,6267,64.19
Nov,2017,La X,33,84,39.29
Nov,2017,La cien punto uno,816,1674,48.75
Nov,2017,La plata,321,474,67.72
Nov,2017,LaBici,447,1119,39.95
Nov,2017,Lacatorce10,12,30,40.00
Nov,2017,Las voces del muro,318,591,53.81
Nov,2017,Late,16821,26856,62.63
Nov,2017,Led,1275,3741,34.08
Nov,2017,Libertad,1950,2775,70.27
Nov,2017,Lider,9,36,25.00
Nov,2017,Los 40,1152,2292,50.26
Nov,2017,Los 40 principales España,153,216,70.83
Nov,2017,MEGA 98.3 SANTA FE,18,51,35.29
Nov,2017,Madre,102,189,53.97
Nov,2017,Maxima FM,411,639,64.32
Nov,2017,Mediarte,81,165,49.09
Nov,2017,Megafon - Universidad Nacional de Lanús,10929,16998,64.30
Nov,2017,Meridiano,450,873,51.55
Nov,2017,Metro 95.1,100167,182610,54.85
Nov,2017,Metropolis FM,15,24,62.50
Nov,2017,Milenium,5463,11532,47.37
Nov,2017,Mágica,27,48,56.25
Nov,2017,Nacional - AM 870,12564,25185,49.89
Nov,2017,Nacional Córdoba,1584,2616,60.55
Nov,2017,Nacional Rock,1614,3879,41.61
Nov,2017,Nacional Santa Fé,51,147,34.69
Nov,2017,Nuestra Radio,10647,18597,57.25
Nov,2017,Océano Uruguay,1938,3744,51.76
Nov,2017,Om,219,414,52.90
Nov,2017,Onda La Superestación 107.9 Caracas,180,459,39.22
Nov,2017,Orfeo FM,366,840,43.57
Nov,2017,Oriental,87,165,52.73
Nov,2017,Orión,60,222,27.03
Nov,2017,PLAY FM NETWORK,33,84,39.29
Nov,2017,Palermo,78,204,38.24
Nov,2017,Palermo RPLM 94.7,2829,6771,41.78
Nov,2017,Paraíso 42,150,240,62.50
Nov,2017,Patagonia Pop,45,93,48.39
Nov,2017,Planeta Cabezón,516,1155,44.68
Nov,2017,Play FM Córdoba,42,60,70.00
Nov,2017,Provincia,213,390,54.62
Nov,2017,Pulxo 95.1,6525,9735,67.03
Nov,2017,Punto Cero,588,1464,40.16
Nov,2017,RADIO NEF,43647,62802,69.50
Nov,2017,RCR 750 AM,48,93,51.61
Nov,2017,RLV La Voz,879,1722,51.05
Nov,2017,RTN Radio FM 104.9,42,90,46.67
Nov,2017,Radio 2,72,126,57.14
Nov,2017,Radio Activa,1296,2364,54.82
Nov,2017,Radio Argentina,1353,2919,46.35
Nov,2017,Radio Arroba,5184,6795,76.29
Nov,2017,Radio Atomika,540,1008,53.57
Nov,2017,Radio Cantilo,5562,10128,54.92
Nov,2017,Radio Caput,46770,72933,64.13
Nov,2017,Radio Casilda,6237,9429,66.15
Nov,2017,Radio Ciudadana,519,888,58.45
Nov,2017,Radio Colonia,312,849,36.75
Nov,2017,Radio Con Aguante,1197,2088,57.33
Nov,2017,Radio Diversidad - Famaillá - Tucumán,21,39,53.85
Nov,2017,Radio Dos,192,324,59.26
Nov,2017,Radio Emergente,789,1575,50.10
Nov,2017,Radio En Casa,1611,2742,58.75
Nov,2017,Radio Federal,1131,2169,52.14
Nov,2017,Radio Fish,24291,34548,70.31
Nov,2017,Radio Gráfica - Recuperando el aire,40179,63549,63.23
Nov,2017,Radio Hache,762,1512,50.40
Nov,2017,Radio ISER,780,2001,38.98
Nov,2017,Radio Imagina,78,99,78.79
Nov,2017,Radio Jai,288,621,46.38
Nov,2017,Radio KLA,378,672,56.25
Nov,2017,Radio Libre FM,6285,8868,70.87
Nov,2017,Radio Malena,141,249,56.63
Nov,2017,Radio Marca,3,99,3.03
Nov,2017,Radio Nacional - Uruguay,1746,3711,47.05
Nov,2017,Radio Nacional Clásica,399,705,56.60
Nov,2017,Radio Nacional Folklórica,1761,3444,51.13
Nov,2017,Radio Nacional de España,6,27,22.22
Nov,2017,Radio Nihuil,63,96,65.63
Nov,2017,Radio Nitro,141,318,44.34
Nov,2017,Radio Noticias,2976,3456,86.11
Nov,2017,Radio Plus LA96LP,243,522,46.55
Nov,2017,Radio Presente,675,1332,50.68
Nov,2017,Radio Punto,213,330,64.55
Nov,2017,Radio Pública,1455,3387,42.96
Nov,2017,Radio Rebelde 740,46131,83439,55.29
Nov,2017,Radio Republica,99,228,43.42
Nov,2017,Radio Semilla,657,1332,49.32
Nov,2017,Radio Sentidos,171,471,36.31
Nov,2017,Radio Sur,1767,3891,45.41
Nov,2017,Radio Sí,4131,6351,65.04
Nov,2017,Radio UNP 93.1,540,987,54.71
Nov,2017,Radio Unica,1881,3339,56.33
Nov,2017,Radio Uruguay,267,486,54.94
Nov,2017,Radio WU,1326,2508,52.87
Nov,2017,Radio Yguazu,12,63,19.05
Nov,2017,Radio de Salón,96,414,23.19
Nov,2017,Radio zónica,9534,19227,49.59
Nov,2017,Radio Éter,114,369,30.89
Nov,2017,RadioAsamblea,1035,2064,50.15
Nov,2017,Radiofónica,2718,5043,53.90
Nov,2017,Red Aleluya,3,33,9.09
Nov,2017,Revés,678,1026,66.08
Nov,2017,Rivadavia,13560,30027,45.16
Nov,2017,Rock & Pop Córdoba,33,126,26.19
Nov,2017,SI 91.1,351,690,50.87
Nov,2017,Sarandí,603,1053,57.26
Nov,2017,Simphony,150,486,30.86
Nov,2017,SinDial,594,1770,33.56
Nov,2017,Sol,1473,1773,83.08
Nov,2017,Splendid,7431,15333,48.46
Nov,2017,Sport,6588,12345,53.37
Nov,2017,Sport Casilda,1668,2523,66.11
Nov,2017,Subteradio,147,417,35.25
Nov,2017,Sucesos,132,132,100.00
Nov,2017,TRES CIUDADES,1026,1542,66.54
Nov,2017,Trade Radio,12,75,16.00
Nov,2017,Trend Topic,4377,7515,58.24
Nov,2017,UNC CALF,1806,3105,58.16
Nov,2017,UNLP AM,7749,12879,60.17
Nov,2017,UNLP FM,1485,3900,38.08
Nov,2017,Uba,57,249,22.89
Nov,2017,Univ. Nacional Arturo Jauretche,2145,4833,44.38
Nov,2017,Universal,639,1404,45.51
Nov,2017,Universidad Nacional de Cuyo,162,261,62.07
Nov,2017,Universidad Nacional de Rosario,3003,5475,54.85
Nov,2017,Universidad de Avellaneda (UNDAV),351,846,41.49
Nov,2017,Universidad de Córdoba,10035,17832,56.28
Nov,2017,Universidad de Entre Ríos - Paraná,1617,2709,59.69
Nov,2017,Universidad de la Matanza,216,525,41.14
Nov,2017,Unión Radio,249,474,52.53
Nov,2017,Uno,14061,22998,61.14
Nov,2017,Visión FM 100.5,9,9,100.00
Nov,2017,Vorterix Rock,8229,18003,45.71
Nov,2017,Vox,21,33,63.64
Nov,2017,WAVRADIO,102,357,28.57
Nov,2017,Wen,219,543,40.33
Nov,2017,Wox,177,303,58.42
Nov,2017,radio olazabal,237,360,65.83
Nov,2017,Éxitos,687,1389,49.46
Oct,2017,1010 AM,7404,18876,39.22
Oct,2017,88.1 Adulto Joven,12,72,16.67
Oct,2017,91.5 WUML Lowell,9,57,15.79
Oct,2017,AM 1330,33,57,57.89
Oct,2017,AM 750,201756,391833,51.49
Oct,2017,AM 840 - Salta,99,390,25.38
Oct,2017,AM 890,108,183,59.02
Oct,2017,AM1010 Onda Latina,5292,10887,48.61
Oct,2017,AMPM FM,777,1029,75.51
Oct,2017,AZ,72,201,35.82
Oct,2017,Advanta,183,381,48.03
Oct,2017,Ahijuna,3981,6333,62.86
Oct,2017,Aire de Santa Fe,30,45,66.67
Oct,2017,Alas,123,192,64.06
Oct,2017,Am Radio Show,177,312,56.73
Oct,2017,Amadeus Cultura Musical,15,90,16.67
Oct,2017,America,54,195,27.69
Oct,2017,Antena Libre,4758,8490,56.04
Oct,2017,Aspen,9,27,33.33
Oct,2017,Atilra,1263,1638,77.11
Oct,2017,Audiobeat Radio,12,21,57.14
Oct,2017,Azul,10962,18420,59.51
Oct,2017,Belgrano,963,2163,44.52
Oct,2017,Belgrano AM 950,5700,12831,44.42
Oct,2017,BitBox FM,201,765,26.27
Oct,2017,Blue,28458,54399,52.31
Oct,2017,Boedo,27,54,50.00
Oct,2017,Cadena 100,3,3,100.00
Oct,2017,Cadena Uno,624,993,62.84
Oct,2017,Capital,15,21,71.43
Oct,2017,Carve,33,57,57.89
Oct,2017,Caterva,87,237,36.71
Oct,2017,Cielo,408,873,46.74
Oct,2017,Citrica,1521,3738,40.69
Oct,2017,Classique,342,1164,29.38
Oct,2017,Colmena,36,93,38.71
Oct,2017,Con Vos,283053,560088,50.54
Oct,2017,Concepto,8616,19581,44.00
Oct,2017,Conexión Abierta,2856,5070,56.33
Oct,2017,Continental,8196,16968,48.30
Oct,2017,Continental (Córdoba),2664,3036,87.75
Oct,2017,Cooperativa,25293,46101,54.86
Oct,2017,Cristal Classic,21,42,50.00
Oct,2017,Cristal FM,1482,2670,55.51
Oct,2017,Cultura,11145,24744,45.04
Oct,2017,De la Azotea,165,294,56.12
Oct,2017,De la Calle,564,1449,38.92
Oct,2017,Del Mar,1332,2871,46.39
Oct,2017,Del Plata,108654,259677,41.84
Oct,2017,Del Sol,2040,6156,33.14
Oct,2017,Delta,3795,7953,47.72
Oct,2017,Deportiva,252,708,35.59
Oct,2017,Disney,387,1065,36.34
Oct,2017,ESPN,417,723,57.68
Oct,2017,Ecomedios,75,141,53.19
Oct,2017,El Desconcierto,93,198,46.97
Oct,2017,El Espectador (Uruguay),411,1107,37.13
Oct,2017,El Mediador,2496,5460,45.71
Oct,2017,El Mundo,8940,17169,52.07
Oct,2017,El Pueblo,798,1398,57.08
Oct,2017,Emisora del Sur,372,555,67.03
Oct,2017,Enlazador,42,75,56.00
Oct,2017,Equilibrio.Net,12,36,33.33
Oct,2017,Estación K2,81,102,79.41
Oct,2017,Estación Sur,99,237,41.77
Oct,2017,Eterogenia,48,114,42.11
Oct,2017,FARCO,6,9,66.67
Oct,2017,FM +101.3 (Ex Del Plata),0,6,0.00
Oct,2017,FM 106.9 Radio UNTDF,33,147,22.45
Oct,2017,FM Blue,24,48,50.00
Oct,2017,FM Chalet - Radio Comunitaria,999,2835,35.24
Oct,2017,FM DEL CARMEN,93,168,55.36
Oct,2017,FM En Tránsito,2031,5529,36.73
Oct,2017,FM Flores,39,108,36.11
Oct,2017,FM Fribuay,927,1887,49.13
Oct,2017,FM IMPACTO,135,189,71.43
Oct,2017,FM KAOS,393,798,49.25
Oct,2017,FM LA CIMA,210,564,37.23
Oct,2017,FM LATINA,18,36,50.00
Oct,2017,FM La Barriada,144,246,58.54
Oct,2017,FM La Patriada,29217,63642,45.91
Oct,2017,FM La Tecno,2694,5679,47.44
Oct,2017,FM La Tribu,6687,14163,47.21
Oct,2017,FM La Uni 91.7,5997,11133,53.87
Oct,2017,FM Latina,69195,122994,56.26
Oct,2017,FM Raíces Rock,990,2331,42.47
Oct,2017,FM Riachuelo,930,1758,52.90
Oct,2017,FM Riel,66,129,51.16
Oct,2017,FM Rock & Pop,5607,11061,50.69
Oct,2017,FM Secla 104.7,1227,3132,39.18
Oct,2017,FM Soldados,117,258,45.35
Oct,2017,FM UTN Mendoza 94.5,711,1665,42.70
Oct,2017,FM de la Montaña,9255,12042,76.86
Oct,2017,FMA Radio-Web,60,165,36.36
Oct,2017,Fiesta,126,342,36.84
Oct,2017,Fisherton CNN,276,459,60.13
Oct,2017,Fm La Plaza,24,75,32.00
Oct,2017,Frecuencia Patagonia,1725,2970,58.08
Oct,2017,Frecuencia Zero,1215,3048,39.86
Oct,2017,Fun,285,480,59.38
Oct,2017,Futurock FM,28110,57084,49.24
Oct,2017,Galena,1032,2763,37.35
Oct,2017,Gen,3921,8139,48.18
Oct,2017,General Belgrano AM 840,57,141,40.43
Oct,2017,Golfo Nuevo,240,504,47.62
Oct,2017,Güemes - La Futbolera,915,2010,45.52
Oct,2017,Hot 94,384,705,54.47
Oct,2017,Impacto,432,621,69.57
Oct,2017,Keops,78,186,41.94
Oct,2017,LA BOCA,3594,4584,78.40
Oct,2017,LARZ,4671,10470,44.61
Oct,2017,LT 9,3111,5973,52.08
Oct,2017,LT10 Radio Universidad Nacional del Litoral,402,870,46.21
Oct,2017,LT3 Rosario,3249,4731,68.67
Oct,2017,LT7 Corrientes,81,207,39.13
Oct,2017,LT8 Rosario,9153,15078,60.70
Oct,2017,LU 19 - Río Negro,132,252,52.38
Oct,2017,LU14,5196,14367,36.17
Oct,2017,LU20 Radio Chubut,594,783,75.86
Oct,2017,LU5,318,426,74.65
Oct,2017,LV12,438,660,66.36
Oct,2017,LV16 - Río Cuarto - Córdoba,12,21,57.14
Oct,2017,La 2x4,1161,3024,38.39
Oct,2017,La Brújula 24 FM,26070,41247,63.20
Oct,2017,La Carretera (Allen),237,423,56.03
Oct,2017,La Colectiva,162,405,40.00
Oct,2017,La Imposible,7680,16596,46.28
Oct,2017,La Mega,270,945,28.57
Oct,2017,La Once Diez,15384,25212,61.02
Oct,2017,La Otra,312,801,38.95
Oct,2017,La Radio,30,99,30.30
Oct,2017,La Radio Ramallo,9,18,50.00
Oct,2017,La Red,77100,158529,48.63
Oct,2017,La Red Neuquén,783,1473,53.16
Oct,2017,La Red Rosario,54,123,43.90
Oct,2017,La Redonda,186,288,64.58
Oct,2017,La Retaguardia,198,528,37.50
Oct,2017,La Romantica,267,705,37.87
Oct,2017,La Súper,8223,11502,71.49
Oct,2017,La X,15,108,13.89
Oct,2017,La cien punto uno,705,1449,48.65
Oct,2017,La plata,147,372,39.52
Oct,2017,LaBici,387,1140,33.95
Oct,2017,Lacatorce10,18,87,20.69
Oct,2017,Las voces del muro,114,222,51.35
Oct,2017,Late,6948,12192,56.99
Oct,2017,Led,1794,5109,35.11
Oct,2017,Lexia,36,108,33.33
Oct,2017,Libertad,840,1572,53.44
Oct,2017,Lider,15,18,83.33
