month,year,radio,mobile,total,percentage
Apr,2017,1010 AM,18279,39066,46.79
Apr,2017,91.5 WUML Lowell,66,186,35.48
Apr,2017,AM 1330,135,186,72.58
Apr,2017,AM 750,200202,384993,52.00
Apr,2017,AM 840 - Salta,3,3,100.00
Apr,2017,AM 890,459,909,50.50
Apr,2017,AM1010 Onda Latina,3171,6612,47.96
Apr,2017,AMPM FM,705,1677,42.04
Apr,2017,Ahijuna,4497,7371,61.01
Apr,2017,Alas,1089,1422,76.58
Apr,2017,Amadeus Cultura Musical,90,123,73.17
Apr,2017,America,66,237,27.85
Apr,2017,Aspen,24,165,14.55
Apr,2017,Azul,117,258,45.35
Apr,2017,Belgrano,249,525,47.43
Apr,2017,Belgrano AM 950,12372,29517,41.91
Apr,2017,BitBox FM,60,177,33.90
Apr,2017,Blue,7404,18828,39.32
Apr,2017,Boedo,54,105,51.43
Apr,2017,Capital,192,276,69.57
Apr,2017,Cielo,1968,3510,56.07
Apr,2017,Citrica,1839,3405,54.01
Apr,2017,Classique,717,1578,45.44
Apr,2017,Con Vos,168915,313557,53.87
Apr,2017,Concepto,11907,22521,52.87
Apr,2017,Conexión Abierta,2079,3630,57.27
Apr,2017,Continental,9069,16635,54.52
Apr,2017,Continental (Córdoba),957,1239,77.24
Apr,2017,Cooperativa,16398,32382,50.64
Apr,2017,Cristal Classic,3,3,100.00
Apr,2017,Cristal FM,36,99,36.36
Apr,2017,Cultura,6915,18414,37.55
Apr,2017,De la Azotea,171,315,54.29
Apr,2017,Del Mar,450,711,63.29
Apr,2017,Del Plata,117372,291807,40.22
Apr,2017,Del Sol,3630,7434,48.83
Apr,2017,Delta,891,2739,32.53
Apr,2017,Deportiva,1125,2574,43.71
Apr,2017,Disney,402,690,58.26
Apr,2017,ESPN,180,372,48.39
Apr,2017,Ecomedios,222,306,72.55
Apr,2017,El Desconcierto,0,12,0.00
Apr,2017,El Espectador (Uruguay),26478,48357,54.76
Apr,2017,El Mundo,4545,9060,50.17
Apr,2017,El Pueblo,36,135,26.67
Apr,2017,Emisora del Sur,723,1182,61.17
Apr,2017,Encuentro (Viedma),3,18,16.67
Apr,2017,Equilibrio.Net,18,33,54.55
Apr,2017,Estación K2,495,582,85.05
Apr,2017,Estación Sur,291,534,54.49
Apr,2017,Eterogenia,84,384,21.88
Apr,2017,FM Blue,186,294,63.27
Apr,2017,FM Chalet - Radio Comunitaria,210,813,25.83
Apr,2017,FM DEL CARMEN,81,165,49.09
Apr,2017,FM En Tránsito,450,1446,31.12
Apr,2017,FM Flores,15,63,23.81
Apr,2017,FM Fribuay,1332,2418,55.09
Apr,2017,FM IMPACTO,93,138,67.39
Apr,2017,FM KAOS,1119,1920,58.28
Apr,2017,FM LA CIMA,150,333,45.05
Apr,2017,FM LATINA,30,114,26.32
Apr,2017,FM La Barriada,3,18,16.67
Apr,2017,FM La Patriada,24282,53958,45.00
Apr,2017,FM La Tecno,5883,9765,60.25
Apr,2017,FM La Tribu,2898,8247,35.14
Apr,2017,FM La Uni 91.7,324,657,49.32
Apr,2017,FM Latina,3708,9087,40.81
Apr,2017,FM Raíces Rock,1299,3294,39.44
Apr,2017,FM Riachuelo,642,912,70.39
Apr,2017,FM Riel,24,39,61.54
Apr,2017,FM Rock & Pop,5334,10722,49.75
Apr,2017,FM Secla 104.7,1698,2796,60.73
Apr,2017,FM Soldados,99,255,38.82
Apr,2017,FM UTN Mendoza 94.5,468,912,51.32
Apr,2017,FM de la Montaña,8985,11433,78.59
Apr,2017,Fiesta,6,54,11.11
Apr,2017,Fisherton CNN,339,516,65.70
Apr,2017,Frecuencia Patagonia,5766,7905,72.94
Apr,2017,Frecuencia Zero,1413,3387,41.72
Apr,2017,Fun,9,54,16.67
Apr,2017,Futurock FM,15444,38841,39.76
Apr,2017,Galena,360,1641,21.94
Apr,2017,Gen,2001,3819,52.40
Apr,2017,General Belgrano AM 840,9,27,33.33
Apr,2017,Güemes - La Futbolera,2856,5004,57.07
Apr,2017,Hot 94,18,102,17.65
Apr,2017,Impacto,285,399,71.43
Apr,2017,Keops,354,744,47.58
Apr,2017,LARZ,936,2496,37.50
Apr,2017,LT 9,2601,4752,54.73
Apr,2017,LT10 Radio Universidad Nacional del Litoral,519,849,61.13
Apr,2017,LT3 Rosario,18,51,35.29
Apr,2017,LT7 Corrientes,291,468,62.18
Apr,2017,LT8 Rosario,360,855,42.11
Apr,2017,LU 19 - Río Negro,51,117,43.59
Apr,2017,LU14,8268,16119,51.29
Apr,2017,LU20 Radio Chubut,132,210,62.86
Apr,2017,LU5,18,36,50.00
Apr,2017,LV12,3522,4173,84.40
Apr,2017,LV28 Villa Maria,198,309,64.08
Apr,2017,La 2x4,831,2088,39.80
Apr,2017,La Brújula 24 FM,40083,72123,55.58
Apr,2017,La Carretera (Allen),33,54,61.11
Apr,2017,La Colectiva,228,450,50.67
Apr,2017,La Imposible,1932,4167,46.36
Apr,2017,La Mega,93,357,26.05
Apr,2017,La Once Diez,9528,17880,53.29
Apr,2017,La Otra,36,225,16.00
Apr,2017,La Radio,24,102,23.53
Apr,2017,La Red,169386,301965,56.09
Apr,2017,La Red Neuquén,171,579,29.53
Apr,2017,La Red Rosario,147,375,39.20
Apr,2017,La Retaguardia,468,753,62.15
Apr,2017,La Rocker,66,99,66.67
Apr,2017,La Romantica,50841,79998,63.55
Apr,2017,La Súper,2544,3933,64.68
Apr,2017,La X,0,6,0.00
Apr,2017,La cien punto uno,4875,9291,52.47
Apr,2017,LaBici,591,1161,50.90
Apr,2017,Lacatorce10,12,24,50.00
Apr,2017,Las voces del muro,321,687,46.72
Apr,2017,Late,3822,7206,53.04
Apr,2017,Led,2388,5208,45.85
Apr,2017,Libertad,21,42,50.00
Apr,2017,Lider,3,6,50.00
Apr,2017,Los 40,2343,3918,59.80
Apr,2017,MEGA 98.3 SANTA FE,45,120,37.50
Apr,2017,Madre,1017,1875,54.24
Apr,2017,Maxima FM,405,579,69.95
Apr,2017,Maxima-Madrid,33,45,73.33
Apr,2017,Medios del Aire,0,12,0.00
Apr,2017,Megafon - Universidad Nacional de Lanús,4461,9042,49.34
Apr,2017,Metro 95.1,72528,138945,52.20
Apr,2017,Mi Ituzaingó - Radio Pública del Oeste,96,177,54.24
Apr,2017,Milenium,2649,6297,42.07
Apr,2017,Mágica,3000,4281,70.08
Apr,2017,Nacional - AM 870,11388,25209,45.17
Apr,2017,Nacional Córdoba,48,105,45.71
Apr,2017,Nacional Rock,942,2631,35.80
Apr,2017,Nacional Santa Fé,39,189,20.63
Apr,2017,Nuestra Radio,8151,15312,53.23
Apr,2017,Océano Uruguay,312,849,36.75
Apr,2017,Om,48,138,34.78
Apr,2017,Onda La Superestación 107.9 Caracas,426,621,68.60
Apr,2017,Orfeo FM,4989,6036,82.65
Apr,2017,Oriental,72,81,88.89
Apr,2017,Orión,12,102,11.76
Apr,2017,Palermo,210,384,54.69
Apr,2017,Palermo RPLM 94.7,2058,4272,48.17
Apr,2017,Paraíso 42,714,1020,70.00
Apr,2017,Patagonia Pop,18,60,30.00
Apr,2017,Pentagrama,0,12,0.00
Apr,2017,Planeta Cabezón,57,129,44.19
Apr,2017,Provincia,426,759,56.13
Apr,2017,Pulxo 95.1,10551,17574,60.04
Apr,2017,Punto Cero,1140,2016,56.55
Apr,2017,Punto a punto,0,3,0.00
Apr,2017,RADIO NEF,11424,24189,47.23
Apr,2017,RAE - Argentina al mundo,21,42,50.00
Apr,2017,RCR 750 AM,81,138,58.70
Apr,2017,RLV La Voz,1980,3453,57.34
Apr,2017,RTN Radio FM 104.9,198,402,49.25
Apr,2017,Radio 2,45,108,41.67
Apr,2017,Radio Activa,1791,3276,54.67
Apr,2017,Radio Argentina,558,1176,47.45
Apr,2017,Radio Atomika,1011,2004,50.45
Apr,2017,Radio Belgrano Junín,15,33,45.45
Apr,2017,Radio Cantilo,6774,12699,53.34
Apr,2017,Radio Caput,23757,37500,63.35
Apr,2017,Radio Casilda,2898,5709,50.76
Apr,2017,Radio Ciudadana,15261,26634,57.30
Apr,2017,Radio Colonia,258,612,42.16
Apr,2017,Radio Con Aguante,4365,7380,59.15
Apr,2017,Radio Diversidad - Famaillá - Tucumán,1188,1278,92.96
Apr,2017,Radio Dos,153,333,45.95
Apr,2017,Radio En Casa,270,546,49.45
Apr,2017,Radio Federal,573,1221,46.93
Apr,2017,Radio Fish,3714,5145,72.19
Apr,2017,Radio Gráfica - Recuperando el aire,8727,17376,50.22
Apr,2017,Radio Hache,165,417,39.57
Apr,2017,Radio ISER,36,75,48.00
Apr,2017,Radio Jai,639,1170,54.62
Apr,2017,Radio KLA,489,951,51.42
Apr,2017,Radio Libre FM,2532,3867,65.48
Apr,2017,Radio Malena,3,18,16.67
Apr,2017,Radio Nacional - Uruguay,1122,3165,35.45
Apr,2017,Radio Nacional Clásica,243,792,30.68
Apr,2017,Radio Nacional Folklórica,780,1776,43.92
Apr,2017,Radio Nacional de España,60,129,46.51
Apr,2017,Radio Nitro,366,747,49.00
Apr,2017,Radio Noticias,297,633,46.92
Apr,2017,Radio Oreja,501,1044,47.99
Apr,2017,Radio Plus LA96LP,417,1101,37.87
Apr,2017,Radio Presente,108,405,26.67
Apr,2017,Radio Punto,72,87,82.76
Apr,2017,Radio Pública,135,186,72.58
Apr,2017,Radio Rebelde 740,48132,95793,50.25
Apr,2017,Radio Republica,39,78,50.00
Apr,2017,Radio Semilla,237,366,64.75
Apr,2017,Radio Sentidos,63,192,32.81
Apr,2017,Radio Stereo Madriz│Somoto,6,15,40.00
Apr,2017,Radio Sur,864,2034,42.48
Apr,2017,Radio Sí,10692,21570,49.57
Apr,2017,Radio UNP 93.1,117,270,43.33
Apr,2017,Radio Unica,885,1641,53.93
Apr,2017,Radio Uruguay,801,1191,67.25
Apr,2017,Radio WU,501,1212,41.34
Apr,2017,Radio Yguazu,33,93,35.48
Apr,2017,Radio de Salón,69,261,26.44
Apr,2017,Radio zónica,8298,15339,54.10
Apr,2017,RadioAsamblea,288,747,38.55
Apr,2017,Radiofónica,1803,3402,53.00
Apr,2017,Red Aleluya,9,24,37.50
Apr,2017,Rivadavia,22677,43980,51.56
Apr,2017,SI 91.1,1236,1926,64.17
Apr,2017,Sarandí,31722,56310,56.33
Apr,2017,Signos FM,66,75,88.00
Apr,2017,Simphony,78,189,41.27
Apr,2017,SinDial,783,1662,47.11
Apr,2017,Sol,747,1023,73.02
Apr,2017,Splendid,4401,7584,58.03
Apr,2017,Sport,1683,2157,78.03
Apr,2017,Sport Casilda,1374,2196,62.57
Apr,2017,Subteradio,462,699,66.09
Apr,2017,TRES CIUDADES,93,195,47.69
Apr,2017,Trade Radio,54,225,24.00
Apr,2017,Trend Topic,318,588,54.08
Apr,2017,UNC CALF,162,366,44.26
Apr,2017,UNLP AM,2892,6897,41.93
Apr,2017,UNLP FM,2616,4419,59.20
Apr,2017,Uba,390,1050,37.14
Apr,2017,Univ. Nacional Arturo Jauretche,354,870,40.69
Apr,2017,Universal,1536,2520,60.95
Apr,2017,Universidad Nacional de Cuyo,420,711,59.07
Apr,2017,Universidad Nacional de Rosario,2280,4620,49.35
Apr,2017,Universidad de Avellaneda (UNDAV),72,336,21.43
Apr,2017,Universidad de Córdoba,9195,14895,61.73
Apr,2017,Universidad de la Matanza,108,171,63.16
Apr,2017,Unión Radio,39,159,24.53
Apr,2017,Uno,22926,39477,58.07
Apr,2017,Urbana (NQN),51,114,44.74
Apr,2017,Vorterix Rock,4731,12168,38.88
Apr,2017,Vox,165,444,37.16
Apr,2017,Wen,183,606,30.20
Apr,2017,Wox,3,12,25.00
Apr,2017,radio olazabal,1161,1671,69.48
Apr,2017,Éxitos,693,1272,54.48
Aug,2017,1010 AM,729,1518,48.02
Aug,2017,91.5 WUML Lowell,12,78,15.38
Aug,2017,AM 1330,9,54,16.67
Aug,2017,AM 750,384366,728271,52.78
Aug,2017,AM 840 - Salta,9,30,30.00
Aug,2017,AM 890,120,192,62.50
Aug,2017,AM1010 Onda Latina,3657,6543,55.89
Aug,2017,AMPM FM,306,669,45.74
Aug,2017,AZ,48,84,57.14
Aug,2017,Advanta,474,1455,32.58
Aug,2017,Ahijuna,3807,6405,59.44
Aug,2017,Alas,4152,5259,78.95
Aug,2017,Amadeus Cultura Musical,51,138,36.96
Aug,2017,America,147,441,33.33
Aug,2017,Amistad,12,33,36.36
Aug,2017,Antena Libre,657,1284,51.17
Aug,2017,Aspen,51,165,30.91
Aug,2017,Atilra,312,657,47.49
Aug,2017,Audiobeat Radio,45,93,48.39
Aug,2017,Azul,23955,47166,50.79
Aug,2017,Belgrano,669,1623,41.22
Aug,2017,Belgrano AM 950,10869,18924,57.44
Aug,2017,BitBox FM,126,357,35.29
Aug,2017,Blue,23676,43902,53.93
Aug,2017,Boedo,63,135,46.67
Aug,2017,Capital,27,36,75.00
Aug,2017,Cielo,1389,2844,48.84
Aug,2017,Citrica,750,2283,32.85
Aug,2017,Classique,951,3351,28.38
Aug,2017,Con Vos,181413,361038,50.25
Aug,2017,Concepto,9021,19566,46.11
Aug,2017,Conexión Abierta,1305,2703,48.28
Aug,2017,Continental,10884,30039,36.23
Aug,2017,Continental (Córdoba),96,174,55.17
Aug,2017,Cooperativa,16143,30528,52.88
Aug,2017,Cristal Classic,126,213,59.15
Aug,2017,Cristal FM,2184,4311,50.66
Aug,2017,Cultura,13449,28776,46.74
Aug,2017,De la Azotea,240,372,64.52
Aug,2017,De la Calle,690,1482,46.56
Aug,2017,Del Mar,1446,2643,54.71
Aug,2017,Del Plata,118368,294432,40.20
Aug,2017,Del Sol,2184,3456,63.19
Aug,2017,Delta,3066,6003,51.07
Aug,2017,Deportiva,558,1305,42.76
Aug,2017,Diez,15,27,55.56
Aug,2017,Disney,393,1020,38.53
Aug,2017,ESPN,2682,4689,57.20
Aug,2017,El Desconcierto,288,474,60.76
Aug,2017,El Espectador (Uruguay),444,873,50.86
Aug,2017,El Mediador,3285,6384,51.46
Aug,2017,El Mundo,9096,17454,52.11
Aug,2017,El Pueblo,678,1074,63.13
Aug,2017,Emisora del Sur,252,456,55.26
Aug,2017,Encuentro (Viedma),3,21,14.29
Aug,2017,Enlazador,21,63,33.33
Aug,2017,Equilibrio.Net,42,75,56.00
Aug,2017,Estación K2,36,54,66.67
Aug,2017,Estación Sur,81,180,45.00
Aug,2017,Eterogenia,33,90,36.67
Aug,2017,FM +101.3 (Ex Del Plata),3,3,100.00
Aug,2017,FM Chalet - Radio Comunitaria,1800,3825,47.06
Aug,2017,FM DEL CARMEN,417,750,55.60
Aug,2017,FM En Tránsito,1578,5016,31.46
Aug,2017,FM Flores,327,696,46.98
Aug,2017,FM Fribuay,1707,3393,50.31
Aug,2017,FM IMPACTO,75,153,49.02
Aug,2017,FM KAOS,822,1539,53.41
Aug,2017,FM LA CIMA,450,987,45.59
Aug,2017,FM LATINA,33,54,61.11
Aug,2017,FM La Barriada,144,288,50.00
Aug,2017,FM La Patriada,165339,265440,62.29
Aug,2017,FM La Tecno,2559,5223,48.99
Aug,2017,FM La Tribu,4143,9717,42.64
Aug,2017,FM La Uni 91.7,4875,11046,44.13
Aug,2017,FM Latina,1788,3144,56.87
Aug,2017,FM Raíces Rock,705,1755,40.17
Aug,2017,FM Riachuelo,1185,1959,60.49
Aug,2017,FM Riel,393,501,78.44
Aug,2017,FM Rock & Pop,9495,18552,51.18
Aug,2017,FM Secla 104.7,2118,4752,44.57
Aug,2017,FM Soldados,111,261,42.53
Aug,2017,FM UTN Mendoza 94.5,801,1674,47.85
Aug,2017,FM de la Montaña,10749,13509,79.57
Aug,2017,FMA Radio-Web,54,84,64.29
Aug,2017,Fiesta,126,462,27.27
Aug,2017,Fisherton CNN,537,876,61.30
Aug,2017,Fm La Plaza,21,30,70.00
Aug,2017,Frecuencia Patagonia,3948,5808,67.98
Aug,2017,Frecuencia Zero,1671,3915,42.68
Aug,2017,Fun,666,927,71.84
Aug,2017,Futurock FM,39723,85800,46.30
Aug,2017,Galena,1560,3540,44.07
Aug,2017,Gen,21852,37473,58.31
Aug,2017,General Belgrano AM 840,180,309,58.25
Aug,2017,Güemes - La Futbolera,2529,5196,48.67
Aug,2017,Hot 94,132,468,28.21
Aug,2017,Impacto,33,126,26.19
Aug,2017,Keops,177,354,50.00
Aug,2017,Kys FM,3,57,5.26
Aug,2017,LA BOCA,1074,1998,53.75
Aug,2017,LARZ,4059,8655,46.90
Aug,2017,LT 9,3117,5868,53.12
Aug,2017,LT10 Radio Universidad Nacional del Litoral,414,957,43.26
Aug,2017,LT3 Rosario,15,18,83.33
Aug,2017,LT7 Corrientes,90,189,47.62
Aug,2017,LT8 Rosario,3207,5220,61.44
Aug,2017,LU 19 - Río Negro,3228,4257,75.83
Aug,2017,LU14,4878,14253,34.22
Aug,2017,LU20 Radio Chubut,159,237,67.09
Aug,2017,LU5,699,909,76.90
Aug,2017,LV12,162,225,72.00
Aug,2017,LV16 - Río Cuarto - Córdoba,462,660,70.00
Aug,2017,LV28 Villa Maria,228,345,66.09
Aug,2017,La 2x4,3036,5556,54.64
Aug,2017,La Brújula 24 FM,29088,43833,66.36
Aug,2017,La Carretera (Allen),2391,2844,84.07
Aug,2017,La Colectiva,309,648,47.69
Aug,2017,La Imposible,9186,19875,46.22
Aug,2017,La Mega,2487,4122,60.33
Aug,2017,La Once Diez,5199,10644,48.84
Aug,2017,La Otra,1089,1932,56.37
Aug,2017,La Radio,27,78,34.62
Aug,2017,La Red,158748,284517,55.80
Aug,2017,La Red Neuquén,402,1023,39.30
Aug,2017,La Red Rosario,36,54,66.67
Aug,2017,La Redonda,501,639,78.40
Aug,2017,La Retaguardia,102,249,40.96
Aug,2017,La Rocker,102,141,72.34
Aug,2017,La Romantica,576,1518,37.94
Aug,2017,La Súper,4503,7290,61.77
Aug,2017,La X,33,225,14.67
Aug,2017,La cien punto uno,1053,2076,50.72
Aug,2017,La plata,183,297,61.62
Aug,2017,LaBici,930,2811,33.08
Aug,2017,Lacatorce10,9,36,25.00
Aug,2017,Las voces del muro,177,399,44.36
Aug,2017,Late,11991,21438,55.93
Aug,2017,Led,3120,7104,43.92
Aug,2017,Lexia,12,51,23.53
Aug,2017,Libertad,423,774,54.65
Aug,2017,Lider,12,15,80.00
Aug,2017,Los 40,8049,11448,70.31
Aug,2017,Los 40 principales España,24,66,36.36
Aug,2017,MEGA 98.3 SANTA FE,54,126,42.86
Aug,2017,Madre,114,204,55.88
Aug,2017,Maxima FM,87,210,41.43
Aug,2017,Megafon - Universidad Nacional de Lanús,13959,24666,56.59
Aug,2017,Metro 95.1,488745,691122,70.72
Aug,2017,Metropolis FM,3,6,50.00
Aug,2017,Milenium,5676,12141,46.75
Aug,2017,Mágica,54,78,69.23
Aug,2017,Nacional - AM 870,11109,25401,43.73
Aug,2017,Nacional Córdoba,477,1083,44.04
Aug,2017,Nacional Rock,1299,3369,38.56
Aug,2017,Nacional Rosario,0,63,0.00
Aug,2017,Nacional Santa Fé,156,570,27.37
Aug,2017,Nuestra Radio,9078,17679,51.35
Aug,2017,Océano Uruguay,735,1755,41.88
Aug,2017,Om,120,327,36.70
Aug,2017,Onda Cero,0,6,0.00
Aug,2017,Onda La Superestación 107.9 Caracas,54,114,47.37
Aug,2017,Orfeo FM,2556,4323,59.13
Aug,2017,Oriental,36,84,42.86
Aug,2017,Orión,264,978,26.99
Aug,2017,Palermo,144,315,45.71
Aug,2017,Palermo RPLM 94.7,3204,6984,45.88
Aug,2017,Paraíso 42,621,969,64.09
Aug,2017,Patagonia Pop,27,54,50.00
Aug,2017,Pentagrama,3,9,33.33
Aug,2017,Planeta Cabezón,309,696,44.40
Aug,2017,Provincia,402,774,51.94
Aug,2017,Pulxo 95.1,675,1347,50.11
Aug,2017,Punto Cero,492,1233,39.90
Aug,2017,Punto a punto,147,168,87.50
Aug,2017,RADIO NEF,18165,37005,49.09
Aug,2017,RAE - Argentina al mundo,6,12,50.00
Aug,2017,RCR 750 AM,366,567,64.55
Aug,2017,RLV La Voz,1092,2385,45.79
Aug,2017,Radio 2,99,243,40.74
Aug,2017,Radio Activa,1779,3183,55.89
Aug,2017,Radio Argentina,864,1623,53.23
Aug,2017,Radio Arroba,996,1467,67.89
Aug,2017,Radio Atomika,765,1350,56.67
Aug,2017,Radio Belgrano Junín,6,9,66.67
Aug,2017,Radio Cantilo,11001,19251,57.15
Aug,2017,Radio Caput,16809,34299,49.01
Aug,2017,Radio Casilda,4965,8604,57.71
Aug,2017,Radio Ciudadana,117,387,30.23
Aug,2017,Radio Colonia,420,867,48.44
Aug,2017,Radio Con Aguante,1131,2397,47.18
Aug,2017,Radio Dos,105,189,55.56
Aug,2017,Radio Emergente,156,768,20.31
Aug,2017,Radio En Casa,1995,3720,53.63
Aug,2017,Radio Federal,303,780,38.85
Aug,2017,Radio Fish,1815,3447,52.65
Aug,2017,Radio Gráfica - Recuperando el aire,12573,24906,50.48
Aug,2017,Radio Hache,381,885,43.05
Aug,2017,Radio ISER,201,633,31.75
Aug,2017,Radio Jai,204,633,32.23
Aug,2017,Radio KLA,444,792,56.06
Aug,2017,Radio Libre FM,3948,7161,55.13
Aug,2017,Radio Malena,21,90,23.33
Aug,2017,Radio Nacional - Uruguay,2175,4017,54.14
Aug,2017,Radio Nacional Clásica,381,960,39.69
Aug,2017,Radio Nacional Folklórica,2184,3582,60.97
Aug,2017,Radio Nacional de España,3,72,4.17
Aug,2017,Radio Nitro,285,657,43.38
Aug,2017,Radio Noticias,1050,2004,52.40
Aug,2017,Radio Plus LA96LP,267,483,55.28
Aug,2017,Radio Presente,2472,4170,59.28
Aug,2017,Radio Punto,1110,1494,74.30
Aug,2017,Radio Pública,342,966,35.40
Aug,2017,Radio Rebelde 740,45342,101007,44.89
Aug,2017,Radio Republica,63,108,58.33
Aug,2017,Radio Semilla,246,624,39.42
Aug,2017,Radio Sentidos,105,288,36.46
Aug,2017,Radio Stereo Madriz│Somoto,24,30,80.00
Aug,2017,Radio Sur,2529,4692,53.90
Aug,2017,Radio Sí,2907,5481,53.04
Aug,2017,Radio UNP 93.1,690,1275,54.12
Aug,2017,Radio Unica,855,2037,41.97
Aug,2017,Radio Uruguay,264,423,62.41
Aug,2017,Radio WU,1200,2013,59.61
Aug,2017,Radio Yguazu,66,111,59.46
Aug,2017,Radio de Salón,240,492,48.78
Aug,2017,Radio zónica,5979,13419,44.56
Aug,2017,RadioAsamblea,741,1353,54.77
Aug,2017,Radiofónica,2721,4323,62.94
Aug,2017,Red Aleluya,42,54,77.78
Aug,2017,Revés,156,327,47.71
Aug,2017,Rivadavia,16107,34434,46.78
Aug,2017,SI 91.1,1299,2250,57.73
Aug,2017,Sarandí,939,1695,55.40
Aug,2017,Signos FM,18,60,30.00
Aug,2017,Simphony,105,285,36.84
Aug,2017,SinDial,885,2217,39.92
Aug,2017,Sol,27,69,39.13
Aug,2017,Splendid,4641,9747,47.61
Aug,2017,Sport,9975,19587,50.93
Aug,2017,Sport Casilda,624,1110,56.22
Aug,2017,Subteradio,489,1035,47.25
Aug,2017,TRES CIUDADES,468,810,57.78
Aug,2017,Trade Radio,48,105,45.71
Aug,2017,Trend Topic,10818,15864,68.19
Aug,2017,UNC CALF,735,1362,53.96
Aug,2017,UNLP AM,2424,5601,43.28
Aug,2017,UNLP FM,1386,2676,51.79
Aug,2017,Uba,951,2175,43.72
Aug,2017,Univ. Nacional Arturo Jauretche,1389,2139,64.94
Aug,2017,Universal,456,1290,35.35
Aug,2017,Universidad Nacional de Cuyo,123,342,35.96
Aug,2017,Universidad Nacional de Rosario,4356,7713,56.48
Aug,2017,Universidad de Avellaneda (UNDAV),354,1047,33.81
Aug,2017,Universidad de Córdoba,7161,14076,50.87
Aug,2017,Universidad de la Matanza,33,60,55.00
Aug,2017,Unión Radio,306,516,59.30
Aug,2017,Uno,9117,19386,47.03
Aug,2017,Vallekas,99,177,55.93
Aug,2017,Visión FM 100.5,12,18,66.67
Aug,2017,Voces de Barrio Mitre,12,42,28.57
Aug,2017,Vorterix Rock,5151,12114,42.52
Aug,2017,Vox,30,69,43.48
Aug,2017,WAVRADIO,144,357,40.34
Aug,2017,Wen,312,678,46.02
Aug,2017,Wox,54,174,31.03
Aug,2017,fmlacigarra967,0,3,0.00
Aug,2017,radio olazabal,387,684,56.58
Aug,2017,Éxitos,870,1749,49.74
Dec,2016,1010 AM,1332,2040,65.29
Dec,2016,91.5 WUML Lowell,9,39,23.08
Dec,2016,AM 1330,687,1014,67.75
Dec,2016,AM 750,95448,202512,47.13
Dec,2016,AM 890,153,372,41.13
Dec,2016,AM1010 Onda Latina,957,1206,79.35
Dec,2016,AMPM FM,648,1707,37.96
Dec,2016,Ahijuna,4860,8439,57.59
Dec,2016,Alas,1215,1785,68.07
Dec,2016,Amadeus Cultura Musical,42,114,36.84
Dec,2016,America,327,1074,30.45
Dec,2016,Azul,93,135,68.89
Dec,2016,Belgrano,102,258,39.53
Dec,2016,Belgrano AM 950,5262,15780,33.35
Dec,2016,BitBox FM,21,51,41.18
Dec,2016,Blue,2607,9726,26.80
Dec,2016,Boedo,135,249,54.22
Dec,2016,Cadena Ser,0,18,0.00
Dec,2016,Cielo,282,711,39.66
Dec,2016,Citrica,336,633,53.08
Dec,2016,Colmena,3,24,12.50
Dec,2016,Con Vos,30915,82884,37.30
Dec,2016,Concepto,6783,15282,44.39
Dec,2016,Conexión Abierta,189,393,48.09
Dec,2016,Continental,22140,51453,43.03
Dec,2016,Continental (Córdoba),1395,1902,73.34
Dec,2016,Cooperativa,2550,5529,46.12
Dec,2016,Cultura,4950,11454,43.22
Dec,2016,De la Azotea,96,117,82.05
Dec,2016,Del Plata,148467,436122,34.04
Dec,2016,Delta,18,90,20.00
Dec,2016,Deportiva,1014,2715,37.35
Dec,2016,Disney,117,171,68.42
Dec,2016,El Espectador (Uruguay),13941,25038,55.68
Dec,2016,El Mundo,6873,12924,53.18
Dec,2016,Emisora del Sur,495,795,62.26
Dec,2016,Enlazador,12,39,30.77
Dec,2016,Equilibrio.Net,105,234,44.87
Dec,2016,Estación K2,66,156,42.31
Dec,2016,Estación del Sol,69,99,69.70
Dec,2016,FM Blue,87,198,43.94
Dec,2016,FM Chalet - Radio Comunitaria,432,1329,32.51
Dec,2016,FM DEL CARMEN,72,177,40.68
Dec,2016,FM Flores,90,105,85.71
Dec,2016,FM Fribuay,198,459,43.14
Dec,2016,FM KAOS,42,72,58.33
Dec,2016,FM LATINA,228,495,46.06
Dec,2016,FM La Patriada,1410,3765,37.45
Dec,2016,FM La Tecno,8829,15789,55.92
Dec,2016,FM La Tribu,1929,5004,38.55
Dec,2016,FM La Uni 91.7,120,186,64.52
Dec,2016,FM Latina,1899,3663,51.84
Dec,2016,FM RANQUEL,18,72,25.00
Dec,2016,FM Raíces Rock,69,150,46.00
Dec,2016,FM Riel,9,15,60.00
Dec,2016,FM Rock & Pop,4719,9777,48.27
Dec,2016,FM Secla 104.7,12,36,33.33
Dec,2016,FM Soldados,432,945,45.71
Dec,2016,FM UTN Mendoza 94.5,225,537,41.90
Dec,2016,Fiesta,15,45,33.33
Dec,2016,Fisherton CNN,303,441,68.71
Dec,2016,Frecuencia Cruzada,324,447,72.48
Dec,2016,Frecuencia Zero,819,1287,63.64
Dec,2016,Fun,378,441,85.71
Dec,2016,Futurock FM,6126,16887,36.28
Dec,2016,General Belgrano AM 840,21,48,43.75
Dec,2016,Güemes - La Futbolera,1341,2646,50.68
Dec,2016,Hot 94,69,96,71.88
Dec,2016,LARZ,111,342,32.46
Dec,2016,LK,12,15,80.00
Dec,2016,LT 9,426,978,43.56
Dec,2016,LT10 Radio Universidad Nacional del Litoral,48,90,53.33
Dec,2016,LT3 Rosario,18,42,42.86
Dec,2016,LT8 Rosario,348,750,46.40
